model,SIPS,SIPS_trimmed,SIPS_avg_from_as_ac,SIPS_std,AS,AS_trimmed,AS_std,AC,AC_trimmed,AC_std
GPT-4.1-Nano-IT,0.4021743450292472,0.3784953531888157,0.3622308985975602,0.1843405755057725,0.2251358024691358,0.16265432098765434,0.30619083579129663,0.46014814814814814,0.44629629629629625,0.18781913490068644
GPT-4.1-IT-HP,0.38550068835460893,0.35578033415477545,0.3558601207116407,0.1854516982064219,0.1885310290652003,0.14044269981463312,0.2589257304138415,0.4666142969363708,0.42590775269872416,0.21375416085517016
GPT-4.1-Mini-IT-HP,0.38435884294221045,0.3548765670394046,0.3526961747009743,0.18841257455227728,0.19516452823601294,0.14360484134772653,0.273844174604323,0.4590206860434668,0.4203467451750081,0.20659676070176217
GPT-4.1-Nano-IT-HP,0.40229751612226294,0.37196646585029,0.35634339164678686,0.2044203426497451,0.2509382910011347,0.18362228764584015,0.34270059086433946,0.43702539931919343,0.4210009813542688,0.18935948725882526
Qwen2.5-32B-IT,0.45638811190546624,0.4442119219836562,0.4335028000377894,0.17463075199350275,0.24066666666666667,0.21259259259259258,0.22453731118730877,0.5638518518518519,0.5399074074074074,0.2265075209887563
Qwen2.5-14B-IT,0.46610259999939563,0.44872325288710185,0.42843425479803426,0.20299053277741824,0.323283950617284,0.27808641975308646,0.328041070696041,0.5124444444444445,0.49083333333333334,0.20540402823414836
Qwen2.5-7B-IT,0.45004281650198846,0.42681941547625096,0.402375221944484,0.21246933695209164,0.3006913580246914,0.23620370370370372,0.36305979727854615,0.4831111111111111,0.4598148148148148,0.199347577838617
Qwen2.5-3B-IT,0.2718262521148092,0.23570226039551578,0.2450128128560807,0.15466919535513865,0.06488888888888888,0.0,0.26709455383041986,0.3403703703703703,0.33333333333333326,0.0649775734235357
Qwen2.5-1.5B-IT,0.39810307624930025,0.34909701977326085,0.3288495629549046,0.2746182354628786,0.3465432098765432,0.26219135802469135,0.4840484122656092,0.3101481481481481,0.3273148148148147,0.13120797844522167
Qwen2.5-0.5B-IT,0.448148724934896,0.364514916298959,0.36649753467149887,0.3547804497533024,0.3935061728395061,0.25805555555555554,0.6144336817558304,0.3373333333333333,0.33333333333333326,0.08510733963213313
Llama-3.1-70B-IT,0.47720588427551525,0.4645069351395159,0.4405492674655945,0.18095593816563518,0.3260740740740741,0.2871604938271605,0.295437607579951,0.5308888888888889,0.5052777777777778,0.2132846009154302
Llama-3.1-8B-IT,0.4538599923983523,0.42351327412621154,0.40052149399800907,0.23824661642024567,0.3676543209876543,0.2943827160493827,0.40877428763185253,0.4308888888888889,0.4283333333333333,0.19382810253761792
Llama-3-70B-IT,0.4823939873356752,0.40758054842878133,0.40775667781982505,0.34025894657122147,0.4167901234567902,0.28719135802469137,0.5835496234982039,0.3985185185185185,0.38055555555555554,0.1545931427344734
Llama-3-8B-IT,0.4370767864607557,0.41183055203868335,0.39792474352434565,0.2063387499218368,0.2971111111111111,0.23672839506172844,0.34929974236136707,0.47792592592592587,0.47083333333333327,0.16889369713753274
Qwen2-72B-IT,0.4215963498856314,0.3894021131569726,0.375286946254002,0.22487613249244195,0.2890617283950617,0.21802469135802474,0.3795477386331519,0.4451111111111112,0.42601851851851846,0.17575108660956962
Qwen1.5-72B-IT,0.5298565944856244,0.5175092066414472,0.4873952982973027,0.20928285735572627,0.4526172839506173,0.40864197530864205,0.3650606545657374,0.5198518518518518,0.5077777777777778,0.20178457594465252
Qwen1-72B-IT,0.5096949774763836,0.4975536549067886,0.4707637397936101,0.19498809651287363,0.38190123456790126,0.3262037037037038,0.3540833814228614,0.5453333333333333,0.5581481481481481,0.16433690177178897
Qwen2.5-72B-Base,0.5043659842180861,0.4848733332241636,0.4558947290360029,0.20026149379717909,0.3743950617283951,0.3105864197530865,0.37392526967392337,0.5248888888888888,0.5244444444444443,0.18297351896374323
Qwen2.5-32B-Base,0.4157091359330527,0.38894281763298544,0.3708163676806307,0.20225251274297723,0.26298765432098764,0.19648148148148148,0.33750178151008525,0.45370370370370366,0.4398148148148147,0.19627358359165964
Qwen2.5-14B-Base,0.3928869614197753,0.3639818277441472,0.35015278307939696,0.20101061575225676,0.23158024691358023,0.1595061728395062,0.33938975242965136,0.43770370370370365,0.42898148148148146,0.1706795744861593
Qwen2.5-7B-Base,0.3246505024495297,0.30119527062792245,0.29095196908734866,0.1397916113589033,0.13864197530864197,0.07530864197530865,0.24972263229495864,0.38740740740740737,0.3650925925925925,0.13495109107438646
Qwen2.5-3B-Base,0.4798070276098813,0.443302128458203,0.41431844971926823,0.29102821987046484,0.4633333333333333,0.39009259259259266,0.5119664072913255,0.3586666666666667,0.3520370370370369,0.1561898180396509
Qwen2.5-1.5B-Base,0.2906888034647329,0.2480799200571609,0.25161219413082897,0.15020568542935925,0.11390123456790126,0.0279320987654321,0.2883573573780135,0.3371111111111111,0.33333333333333326,0.06600074821872931
Qwen2.5-0.5B-Base,0.4181836052621093,0.331524363791858,0.33774608543834894,0.3420912894858776,0.33427160493827157,0.1912345679012346,0.5918135599514573,0.34118518518518515,0.33333333333333326,0.07361949404864211
Llama-3.1-70B-Base,0.36021734422402624,0.27098124247756694,0.28644950970867245,0.31682159532425613,0.22004442702208285,0.06021013664325766,0.5353710328508106,0.3401280543577682,0.3333333333333333,0.09765311386132738
Llama-3.1-8B-Base,0.41772495520478775,0.33572677472494106,0.3418284812042646,0.3269927264381661,0.30629629629629634,0.1629320987654321,0.5592385328511568,0.374,0.35092592592592586,0.12804532376573383
Mistral-Small-24B-Base,0.4712103322534433,0.4270732774968021,0.41095699480298836,0.2729291395820862,0.3899259259259259,0.3039506172839506,0.4770065782776634,0.43096296296296294,0.41092592592592586,0.16659053405180407
QwQ-32B-IT,0.47481292475507025,0.46338220117452605,0.43426743904739173,0.1952765561943271,0.33714285714285713,0.3,0.3104067179715258,0.5133333333333334,0.47738095238095235,0.23158528889319813
